period,msn,seriesDescription,value,unit
2018,OLEKPUS,"Other Petroleum Liquids Stocks, Electric Power Sector, End of Period in Thousand Barrels",755.623,Thousand Barrels
2018,OLEIPUS,"Other Petroleum Liquids Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",1854.629,Thousand Barrels
2018,OLECPUS,"Other Petroleum Liquids Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",2577.556,Thousand Barrels
2018,OJL1BUS,"Other Fossil Gases Consumption for Electricity Generation, Electric Power Sector in Trillion Btu",21.48,Trillion Btu
2018,OJI5PUS,"Electricity Net Generation From Other Fossil Gases, Industrial Sector in Million Kilowatthours",9376.686,Million Kilowatthours
2018,OJI3BUS,"Other Fossil Gases Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Trillion Btu",306.103,Trillion Btu
2018,OJI1BUS,"Other Fossil Gases Consumption for Electricity Generation, Industrial Sector in Trillion Btu",57.277,Trillion Btu
2018,OJETPUS,"Electricity Net Generation From Other Fossil Gases, All Sectors in Million Kilowatthours",13462.749,Million Kilowatthours
2018,OJEPBUS,"Other Fossil Gases Consumption for Electricity Generation, All Sectors in Trillion Btu",78.757,Trillion Btu
2018,OJEIBUS,"Other Fossil Gases Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Trillion Btu",47.265,Trillion Btu
2018,OJEGPUS,"Electricity Net Generation From Other Fossil Gases, Electric Power Sector in Million Kilowatthours",4086.063,Million Kilowatthours
2018,OJECBUS,"Other Fossil Gases Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Trillion Btu",353.369,Trillion Btu
2018,OGWSPUS,Active Well Service Rig Count in Number of Rigs,1292,Number of Rigs
2018,OGVTPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Vertical Trajectory in Number of Rigs",63,Number of Rigs
2018,OGVFPUS,"Crude Oil, Natural Gas, and Dry Wells, Vertical Trajectory, Total Footage Drilled in Thousand Feet",19200,Thousand Feet
2018,OGTWPUS,"Crude Oil, Natural Gas, and Dry Wells Drilled, Total in Number",21526,Number
2018,OGTFPUS,"Crude Oil, Natural Gas, and Dry Wells, Total Footage Drilled in Thousand Feet",280303,Thousand Feet
2018,OGPFPUS,"Crude Oil Wells, Total Footage Drilled  in Thousand Feet",187826,Thousand Feet
2018,OGNRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Total in Number of Rigs",1032,Number of Rigs
2018,OGNRPON,"Crude Oil and Natural Gas Rotary Rigs in Operation, Onshore in Number of Rigs",1013,Number of Rigs
2018,OGNRPOF,"Crude Oil and Natural Gas Rotary Rigs in Operation, Offshore in Number of Rigs",19,Number of Rigs
2018,OGHRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Horizontal Trajectory in Number of Rigs",900,Number of Rigs
2018,OGHFPUS,"Crude Oil, Natural Gas, and Dry Wells, Horizontal and Directional Trajectory, Total Footage Drilled in Thousand Feet",261104,Thousand Feet
2018,OGGFPUS,"Natural Gas Wells, Total Footage Drilled   in Thousand Feet",78192,Thousand Feet
2018,OGDRPUS,"Crude Oil and Natural Gas Rotary Rigs in Operation, Directional Trajectory in Number of Rigs",69,Number of Rigs
2018,OGDFPUS,"Dry Wells, Total Footage Drilled  in Thousand Feet",14286,Thousand Feet
2018,NYL9SUS,"Natural Gas Conventional Steam Plants Electric Power Sector Generating Units, Capacity Factor in Percent",11.9,Percent
2018,NYI9SUS,"Natural Gas Conventional Steam Plants Industrial Sector Generating Units, Capacity Factor in Percent",40.8,Percent
2018,NYCASUS,"Natural Gas Conventional Steam Plants Generating Units, Capacity Factor in Percent",12.6,Percent
2018,NYC9SUS,"Natural Gas Conventional Steam Plants Commercial Sector Generating Units, Capacity Factor in Percent",32,Percent
2018,NXWSPUS,"Natural Gas Storage Activity, Withdrawals in Billion Cubic Feet",3999.424,Billion Cubic Feet
2018,NXSIPUS,"Natural Gas Storage Activity, Injections in Billion Cubic Feet",3675.913,Billion Cubic Feet
2018,NXSCPUS,"Natural Gas Storage Activity, Net in Billion Cubic Feet",323.511,Billion Cubic Feet
2018,NWEIEUS,Non-Biomass Waste Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,11.017,Million Metric Tons of Carbon Dioxide
2018,NUOUPUS,"Nuclear Generating Units, Total Operable Units, End of Period in Number",98,Number
2018,NUL9SUS,"Nuclear Electric Power Sector Generating Units, Capacity Factor in Percent",92.5,Percent
2018,NUL9PUS,"Nuclear Electric Power Sector, Net Summer Capacity in Million Kilowatts",99.433,Million Kilowatts
2018,NUI9SUS,"Nuclear Industrial Sector Generating Units, Capacity Factor in Percent",No Data Reported,Percent
2018,NUI9PUS,"Nuclear Industrial Sector, Net Summer Capacity in Million Kilowatts",No Data Reported,Million Kilowatts
2018,NUGBPUS,"Nuclear Generating Units, Net Summer Capacity, End of Period in Million Kilowatts",99.433,Million Kilowatts
2018,NUETSUS,Nuclear Share of Electricity Net Generation in Percent,19.3,Percent
2018,NUETPUS,"Electricity Net Generation From Nuclear Electric Power, All Sectors in Million Kilowatthours",807084.477,Million Kilowatthours
2018,NUETKUS,"Electricity Net Generation, Nuclear Plants in Btu per Kilowatthour",10455,Btu per Kilowatthour
2018,NUETBUS,Nuclear Electric Power Consumption/Production in Trillion Btu,8438.068,Trillion Btu
2018,NUEGPUS,"Electricity Net Generation From Nuclear Electric Power, Electric Power Sector in Million Kilowatthours",807084.477,Million Kilowatthours
2018,NUEGBUS,Nuclear Electric Power Consumed by the Electric Power Sector in Trillion Btu,8438.068,Trillion Btu
2018,NUCASUS,"Nuclear Generating Units, Capacity Factor in Percent",92.5,Percent
2018,NUC9SUS,"Nuclear Commercial Sector Generating Units, Capacity Factor in Percent",No Data Reported,Percent
2018,NUC9PUS,"Nuclear Commercial Sector, Net Summer Capacity in Million Kilowatts",No Data Reported,Million Kilowatts
2018,NTL9SUS,"Natural Gas Gas Turbine Plants Electric Power Sector Generating Units, Capacity Factor in Percent",9,Percent
2018,NTI9SUS,"Natural Gas Gas Turbine Plants Industrial Sector Generating Units, Capacity Factor in Percent",75.3,Percent
2018,NTCASUS,"Natural Gas Gas Turbine Plants Generating Units, Capacity Factor in Percent",11.9,Percent
2018,NTC9SUS,"Natural Gas Gas Turbine Plants Commercial Sector Generating Units, Capacity Factor in Percent",56.2,Percent
2018,NNTCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions in Million Metric Tons of Carbon Dioxide",1626.908,Million Metric Tons of Carbon Dioxide
2018,NNTCBUS,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels) in Trillion Btu,31162.834,Trillion Btu
2018,NNRCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",273.777,Million Metric Tons of Carbon Dioxide
2018,NNRCBUS,Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,5174.394,Trillion Btu
2018,NNICEUS,Natural Gas Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,531.863,Million Metric Tons of Carbon Dioxide
2018,NNICBUS,Natural Gas Consumed by the Industrial Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,10473.767,Trillion Btu
2018,NNEIEUS,Natural Gas Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,577.857,Million Metric Tons of Carbon Dioxide
2018,NNEIBUS,Natural Gas Consumed by the Electric Power Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,10921.508,Trillion Btu
2018,NNCCEUS,"Natural Gas, Excluding Supplemental Gaseous Fuels, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",192.502,Million Metric Tons of Carbon Dioxide
2018,NNCCBUS,Natural Gas Consumed by the Commercial Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,3638.296,Trillion Btu
2018,NLRIPUS,Natural Gas Liquids Refinery and Blender Net Inputs in Thousand Barrels per Day,574.542,Thousand Barrels per Day
2018,NLPRPUS,Natural Gas Liquids Production in Thousand Barrels per Day,4369.351,Thousand Barrels per Day
2018,NLPRKUS,Natural Gas Plant Liquids Production Heat Content in Million Btu per Barrel,3.591,Million Btu per Barrel
2018,NLPRBUS,Natural Gas Plant Liquids Production in Trillion Btu,5726.973,Trillion Btu
2018,NGWPUUS,"Average Natural Gas Price, Wellhead in Dollars per Thousand Cubic Feet",Not Available,Dollars per Thousand Cubic Feet
2018,NGWGPUS,"Natural Gas in Underground Storage, End of Period, Working Gas in Billion Cubic Feet",2708.318,Billion Cubic Feet
2018,NGWCPUS,"Change in Working Gas From Same Period Previous Year, Volume in Billion Cubic Feet",-324.284,Billion Cubic Feet
2018,NGWCCUS,"Change in Working Gas From Same Period Previous Year, Percent in Percent",-10.7,Percent
2018,NGVHUUS,Average Natural Gas Transportation Sector Price in Dollars per Thousand Cubic Feet,Not Available,Dollars per Thousand Cubic Feet
2018,NGVHPUS,"Natural Gas Consumed by the Transportation Sector, Vehicle Fuel in Billion Cubic Feet",50.413,Billion Cubic Feet
2018,NGUSPUS,"Natural Gas in Underground Storage, End of Period, Total in Billion Cubic Feet",7068.849,Billion Cubic Feet
2018,NGTXKUS,"Natural Gas Consumption, End-Use Sectors Heat Content in Btu per Cubic Foot",1038,Btu per Cubic Foot
2018,NGTWPUS,"Wells Drilled, Natural Gas in Number",4939,Number
2018,NGTCPUS,"Natural Gas Consumption, Total in Billion Cubic Feet",30149.304,Billion Cubic Feet
2018,NGTCKUS,"Natural Gas Consumption, Total Heat Content in Btu per Cubic Foot",1036,Btu per Cubic Foot
2018,NGSFPUS,Supplemental Gaseous Fuels in Billion Cubic Feet,69.343,Billion Cubic Feet
2018,NGRCUUS,"Average Natural Gas Price, Delivered to Consumers, Residential in Dollars per Thousand Cubic Feet",10.5,Dollars per Thousand Cubic Feet
2018,NGRCSUS,Percentage of Residential Sector Consumption for Which Price Data Are Available in Percent,96,Percent
2018,NGRCPUS,Natural Gas Consumed by the Residential Sector in Billion Cubic Feet,4997.554,Billion Cubic Feet
2018,NGRCOUS,Average Cost of Residential Natural Gas in Real (1982-1984) Dollars per Thousand Cubic Feet,4.181,Real (1982-1984) Dollars per Thousand Cubic Feet
2018,NGRCAUS,Average Cost of Residential Natural Gas in Real (1982-1984) Dollars per Million Btu,4.028,Real (1982-1984) Dollars per Million Btu
2018,NGPZPUS,"Natural Gas Consumed by the Transportation Sector, Pipelines and Distribution in Billion Cubic Feet",876.535,Billion Cubic Feet
2018,NGPRPUS,Natural Gas Production (Dry) in Billion Cubic Feet,30774.274,Billion Cubic Feet
2018,NGPRKUS,"Natural Gas Production, Dry Heat Content in Btu per Cubic Foot",1036,Btu per Cubic Foot
2018,NGPRBUS,Natural Gas (Dry) Production in Trillion Btu,31882.148,Trillion Btu
2018,NGNWPUS,Natural Gas Net Storage Withdrawals in Billion Cubic Feet,314.263,Billion Cubic Feet
2018,NGNRPUS,"Natural Gas Rotary Rigs in Operation, Total in Number of Rigs",190,Number of Rigs
2018,NGNIPUS,Natural Gas Net Imports in Billion Cubic Feet,-718.995,Billion Cubic Feet
2018,NGNIBUS,Natural Gas Net Imports in Quadrillion Btu,-.679244,Quadrillion Btu
2018,NGNFPUS,Natural Gas Non-Combustion Consumption in Billion Cubic Feet,1117.844,Billion Cubic Feet
2018,NGNFBUS,Natural Gas Non-Combustion Consumption in Quadrillion Btu,1.160322,Quadrillion Btu
2018,NGMPPUS,Natural Gas Marketed Production (Wet) in Billion Cubic Feet,33008.867,Billion Cubic Feet
2018,NGMPKUS,"Natural Gas Production, Marketed Heat Content in Btu per Cubic Foot",1134,Btu per Cubic Foot
2018,NGLPPUS,"Natural Gas Consumed by the Industrial Sector, Lease and Plant Fuel in Billion Cubic Feet",1694.238,Billion Cubic Feet
2018,NGL9PUS,"Natural Gas Electric Power Sector, Net Summer Capacity in Million Kilowatts",453.677,Million Kilowatts
2018,NGL1PUS,"Natural Gas Consumption for Electricity Generation, Electric Power Sector in Billion Cubic Feet",10224.202,Billion Cubic Feet
2018,NGINUUS,"Average Natural Gas Price, Delivered to Consumers, Industrial in Dollars per Thousand Cubic Feet",4.19,Dollars per Thousand Cubic Feet
2018,NGINSUS,Percentage of Industrial Sector Consumption for Which Price Data Are Available in Percent,14.5,Percent
2018,NGINPUS,"Natural Gas Consumed by the Other Industrial Sector, Total in Billion Cubic Feet",8417.3,Billion Cubic Feet
2018,NGIMPUS,Natural Gas Imports in Billion Cubic Feet,2888.847,Billion Cubic Feet
2018,NGIMPMX,Natural Gas Imports from Mexico in Billion Cubic Feet,3.316,Billion Cubic Feet
2018,NGIMPCN,Natural Gas Imports from Canada in Billion Cubic Feet,2810.963,Billion Cubic Feet
2018,NGIMKUS,Natural Gas Imports Heat Content in Btu per Cubic Foot,1025,Btu per Cubic Foot
2018,NGIMBUS,Natural Gas Imports in Trillion Btu,2961.068,Trillion Btu
2018,NGICPUS,"Natural Gas Consumed by the Industrial Sector, Total in Billion Cubic Feet",10111.537,Billion Cubic Feet
2018,NGI9PUS,"Natural Gas Industrial Sector, Net Summer Capacity in Million Kilowatts",14.402,Million Kilowatts
2018,NGI5PUS,"Electricity Net Generation From Natural Gas, Industrial Sector in Million Kilowatthours",94891.887,Million Kilowatthours
2018,NGI4PUS,"Natural Gas Consumed by the Other Industrial Sector, Non-CHP in Billion Cubic Feet",7103.026,Billion Cubic Feet
2018,NGI3PUS,"Natural Gas Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Billion Cubic Feet",1314.273,Billion Cubic Feet
2018,NGI1PUS,"Natural Gas Consumption for Electricity Generation, Industrial Sector in Billion Cubic Feet",565.276,Billion Cubic Feet
2018,NGGWPUS,Natural Gas Gross Withdrawals in Billion Cubic Feet,37325.539,Billion Cubic Feet
2018,NGGVBUS,U.S. Government Natural Gas Consumption in Trillion Btu,125.8,Trillion Btu
2018,NGGBPUS,"Natural Gas, Net Summer Capacity  in Million Kilowatts",470.237,Million Kilowatts
2018,NGEXPUS,Total Natural Gas Exports in Billion Cubic Feet,3607.841,Billion Cubic Feet
2018,NGEXPMX,Natural Gas Exports to Mexico in Billion Cubic Feet,1871.353,Billion Cubic Feet
2018,NGEXPCN,Natural Gas Exports to Canada in Billion Cubic Feet,836.224,Billion Cubic Feet
2018,NGEXKUS,Natural Gas Exports Heat Content in Btu per Cubic Foot,1009,Btu per Cubic Foot
2018,NGEXBUS,Natural Gas Exports in Trillion Btu,3640.312,Trillion Btu
2018,NGETPUS,"Electricity Net Generation From Natural Gas, All Sectors in Million Kilowatthours",1471843.031,Million Kilowatthours
2018,NGETKUS,Approximate Natural Gas Heat Rate in Btu per Kilowatthour,7811,Btu per Kilowatthour
2018,NGERDUS,"Average Cost of Natural Gas Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",3.55,"Dollars per Million Btu, Including Taxes"
2018,NGEPPUS,"Natural Gas Consumption for Electricity Generation, All Sectors in Billion Cubic Feet",10842.129,Billion Cubic Feet
2018,NGELPUS,NGPL Production in Billion Cubic Feet,2234.593,Billion Cubic Feet
2018,NGEIUUS,"Average Natural Gas Price, Electric Power Sector in Dollars per Thousand Cubic Feet",3.68,Dollars per Thousand Cubic Feet
2018,NGEISUS,Percentage of Electric Power Sector Consumption for Which Price Data Are Available in Percent,95.4,Percent
2018,NGEIPUS,"Natural Gas Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Billion Cubic Feet",10599.311,Billion Cubic Feet
2018,NGEIKUS,"Natural Gas Consumption, Electric Power Sector Heat Content in Btu per Cubic Foot",1033,Btu per Cubic Foot
2018,NGEGPUS,"Electricity Net Generation From Natural Gas, Electric Power Sector in Million Kilowatthours",1368532.451,Million Kilowatthours
2018,NGECPUS,"Natural Gas Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Billion Cubic Feet",12048.091,Billion Cubic Feet
2018,NGCGUUS,"Average Natural Gas Price, Citygate in Dollars per Thousand Cubic Feet",4.23,Dollars per Thousand Cubic Feet
2018,NGCCUUS,"Average Natural Gas Price, Delivered to Consumers, Commercial in Dollars per Thousand Cubic Feet",7.79,Dollars per Thousand Cubic Feet
2018,NGCCSUS,Percentage of Commercial Sector Consumption for Which Price Data Are Available in Percent,65.8,Percent
2018,NGCCPUS,Natural Gas Consumed by the Commercial Sector in Billion Cubic Feet,3513.954,Billion Cubic Feet
2018,NGC9PUS,"Natural Gas Commercial Sector, Net Summer Capacity in Million Kilowatts",2.158,Million Kilowatts
2018,NGC5PUS,"Electricity Net Generation From Natural Gas, Commercial Sector in Million Kilowatthours",8418.693,Million Kilowatthours
2018,NGC3PUS,"Natural Gas Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Billion Cubic Feet",134.507,Billion Cubic Feet
2018,NGC1PUS,"Natural Gas Consumption for Electricity Generation, Commercial Sector in Billion Cubic Feet",52.65,Billion Cubic Feet
2018,NGBGPUS,"Natural Gas in Underground Storage, End of Period, Base Gas in Billion Cubic Feet",4360.531,Billion Cubic Feet
2018,NGAJPUS,Natural Gas Balancing Item in Billion Cubic Feet,-289.582,Billion Cubic Feet
2018,NGACPUS,"Natural Gas Consumed by the Transportation Sector, Total in Billion Cubic Feet",926.948,Billion Cubic Feet
2018,NGACEUS,Natural Gas Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,50.909,Million Metric Tons of Carbon Dioxide
